gene_id	LFC
CNAG_02710	-1.30E-01
CNAG_02340	-4.26E-01
CNAG_00442	-1.50E+00
CNAG_00258	2.26E-01
CNAG_12617	1.41E+00
CNAG_00821	-5.98E-01
CNAG_02137	4.74E-01
CNAG_01313	6.17E-01
CNAG_01904	-1.87E-01
CNAG_05601	5.36E-01
CNAG_01613	2.40E-01
CNAG_04820	3.08E-01
CNAG_02663	4.80E-01
CNAG_03247	5.84E-01
CNAG_01346	-3.71E-01
CNAG_04787	-4.03E-01
CNAG_01209	2.60E-01
CNAG_06881	-3.41E-01
CNAG_00500	4.19E-01
CNAG_06517	-1.28E+00
CNAG_00098	4.62E-01
CNAG_00306	6.09E-01
CNAG_02418	-8.37E-01
CNAG_00558	2.68E-01
CNAG_06633	-5.93E-01
CNAG_05156	7.94E-01
CNAG_04857	3.69E-01
CNAG_04204	-3.52E-01
CNAG_12991	4.69E-01
CNAG_03878	-4.36E-01
CNAG_02473	2.45E+00
CNAG_13144	4.52E-01
CNAG_03888	-2.76E-01
CNAG_06374	-1.21E+00
CNAG_06023	-4.99E-01
CNAG_06525	-2.72E-01
CNAG_02844	4.78E-01
CNAG_01421	4.95E-01
CNAG_03554	2.41E-01
CNAG_04840	-2.45E-01
CNAG_05148	1.72E-01
CNAG_07708	2.92E+00
CNAG_06607	3.72E-01
CNAG_06876	-4.14E-01
CNAG_03946	-6.25E-01
CNAG_06600	4.84E-01
CNAG_05431	1.38E+00
CNAG_01566	5.87E-01
CNAG_05169	-2.66E-01
CNAG_05858	-3.43E-01
CNAG_05904	-4.40E-01
CNAG_02691	1.76E+00
CNAG_00714	2.40E-01
CNAG_03815	1.90E-01
CNAG_04715	8.83E-01
CNAG_01428	-5.06E-01
CNAG_01678	9.39E-01
CNAG_07981	3.69E-01
CNAG_01941	4.52E-01
CNAG_05309	-5.60E-01
CNAG_01694	4.42E-01
CNAG_12244	-5.43E-01
CNAG_06026	-3.47E-01
CNAG_01479	-5.16E-01
CNAG_02812	-2.70E-01
CNAG_02810	-3.27E-01
CNAG_02565	-4.23E-01
CNAG_04069	2.30E-01
CNAG_03396	-1.96E-01
CNAG_12557	1.38E+00
CNAG_07970	5.01E-01
CNAG_00483	1.65E-01
CNAG_04077	-3.39E-01
CNAG_02290	-1.62E-01
CNAG_01251	4.22E-01
CNAG_03240	2.56E-01
CNAG_04186	3.80E-01
CNAG_12998	-8.53E-01
CNAG_06536	-7.39E-01
CNAG_04866	4.26E-01
CNAG_06167	3.34E-01
CNAG_04111	-3.50E-01
CNAG_06928	2.30E-01
CNAG_01868	-3.86E-01
CNAG_12968	4.66E-01
CNAG_07961	1.15E+00
CNAG_12943	-1.27E+00
CNAG_01185	5.39E-01
CNAG_07359	3.55E-01
CNAG_04896	-2.60E-01
CNAG_01706	5.64E-01
CNAG_12506	-6.40E-01
CNAG_07350	-5.97E-01
CNAG_04469	4.94E-01
CNAG_02605	3.12E-01
CNAG_04738	5.55E-01
CNAG_12589	1.75E+00
CNAG_05556	-5.64E-01
CNAG_02986	-9.00E-01
CNAG_02050	-2.21E-01
CNAG_00817	2.57E-01
CNAG_02868	3.58E-01
CNAG_01882	6.23E-01
CNAG_02059	-1.80E-01
CNAG_02074	-3.31E-01
CNAG_03748	-1.97E-01
CNAG_05639	6.13E-01
CNAG_02061	3.61E-01
CNAG_03992	-4.25E-01
CNAG_03027	-1.77E-01
CNAG_01379	-3.41E-01
CNAG_03697	5.54E-01
CNAG_04326	-1.05E+00
CNAG_04357	7.19E-01
CNAG_03641	-3.15E-01
CNAG_01849	-3.91E-01
CNAG_02768	-1.01E+00
CNAG_00485	7.69E-01
CNAG_00811	-4.70E-01
CNAG_05150	-2.37E-01
CNAG_06811	-5.71E-01
CNAG_05111	-4.04E-01
CNAG_00589	-2.40E-01
CNAG_03592	-2.88E-01
CNAG_06125	-2.29E-01
CNAG_05508	9.01E-01
CNAG_12800	-3.19E-01
CNAG_01809	2.71E-01
CNAG_02367	2.49E-01
CNAG_01282	3.06E-01
CNAG_12941	-1.50E+00
CNAG_02413	-4.24E-01
CNAG_05732	-9.00E-01
CNAG_08007	-5.04E-01
CNAG_05974	-1.44E+00
CNAG_05592	1.26E+00
CNAG_06059	1.77E-01
CNAG_03933	-3.36E-01
CNAG_01471	-5.01E-01
CNAG_07570	2.92E-01
CNAG_03826	2.48E-01
CNAG_07304	-2.81E-01
CNAG_07022	-1.15E+00
CNAG_03565	-1.16E+00
CNAG_04110	5.08E-01
CNAG_03016	4.15E-01
CNAG_12657	-4.15E-01
CNAG_12188	-1.05E+00
CNAG_01013	3.36E-01
CNAG_04602	6.54E-01
CNAG_03349	-1.43E-01
CNAG_06092	2.23E-01
CNAG_04337	1.58E+00
CNAG_06657	7.77E-01
CNAG_02047	-6.77E-01
CNAG_04983	-2.71E-01
CNAG_00373	4.13E-01
CNAG_01506	2.89E+00
CNAG_00288	-3.90E-01
CNAG_02754	-5.53E-01
CNAG_12780	-3.02E-01
CNAG_04748	2.56E-01
CNAG_02774	3.81E-01
CNAG_00567	-3.11E-01
CNAG_00342	6.30E-01
CNAG_03753	4.28E-01
CNAG_06300	-4.97E-01
CNAG_00283	6.13E-01
CNAG_02677	-4.84E-01
CNAG_01713	1.05E+00
CNAG_05076	2.31E-01
CNAG_02557	-7.54E-01
CNAG_02360	7.87E-01
CNAG_04833	-5.58E-01
CNAG_12088	-2.29E+00
CNAG_05318	-2.52E-01
CNAG_04017	1.43E+00
CNAG_04012	-3.34E-01
CNAG_00876	6.10E-01
CNAG_07564	5.39E-01
CNAG_01181	-4.30E-01
CNAG_03674	-2.86E-01
CNAG_02432	4.86E-01
CNAG_02120	-5.07E-01
CNAG_02543	-2.58E-01
CNAG_03326	5.60E-01
CNAG_04410	2.61E-01
CNAG_05138	-2.53E-01
CNAG_06099	7.07E-01
CNAG_01174	1.21E+00
CNAG_06019	3.23E-01
CNAG_00680	2.76E-01
CNAG_04387	-4.65E-01
CNAG_04307	9.92E-01
CNAG_06015	5.61E-01
CNAG_01480	-4.30E-01
CNAG_07348	4.69E-01
CNAG_05477	-1.69E-01
CNAG_03290	3.80E-01
CNAG_06006	-2.33E-01
CNAG_01879	-2.07E-01
CNAG_13043	6.71E-01
CNAG_05171	-3.38E-01
CNAG_01432	-3.23E-01
CNAG_00158	3.12E-01
CNAG_05056	-2.55E-01
CNAG_01351	-2.62E-01
CNAG_06732	3.32E-01
CNAG_05726	-2.99E-01
CNAG_04935	-3.21E-01
CNAG_07692	6.64E-01
CNAG_02983	3.27E-01
CNAG_04336	-1.84E-01
CNAG_00703	-4.96E-01
CNAG_07532	2.90E-01
CNAG_12101	-4.73E-01
CNAG_06946	-3.67E-01
CNAG_01111	-3.43E-01
CNAG_06504	-1.49E+00
CNAG_12812	-5.16E-01
CNAG_02097	3.20E-01
CNAG_06219	-1.55E-01
CNAG_04827	-3.62E-01
CNAG_05464	-5.95E-01
CNAG_03868	-2.92E-01
CNAG_01163	1.67E+00
CNAG_01568	-1.41E-01
CNAG_01776	4.02E-01
CNAG_07472	-4.48E-01
CNAG_04613	-2.51E-01
CNAG_06267	-1.09E+00
CNAG_06152	-4.27E-01
CNAG_05817	5.85E-01
CNAG_05580	6.44E-01
CNAG_06102	1.16E+00
CNAG_00512	-3.88E-01
CNAG_13009	-3.20E-01
CNAG_12345	-2.01E+00
CNAG_02532	-1.26E+00
CNAG_05024	5.35E-01
CNAG_03840	3.33E-01
CNAG_00701	-3.78E-01
CNAG_01086	-3.04E-01
CNAG_03114	5.79E-01
CNAG_00551	-1.57E-01
CNAG_04507	5.87E-01
CNAG_07815	3.58E-01
CNAG_05356	2.08E+00
CNAG_00762	3.17E-01
CNAG_03967	-1.74E-01
CNAG_03436	-3.12E-01
CNAG_05715	4.32E-01
CNAG_05565	4.56E-01
CNAG_02223	4.07E-01
CNAG_00333	2.90E-01
CNAG_01958	2.26E-01
CNAG_01813	3.79E-01
CNAG_03281	-2.08E-01
CNAG_01542	3.14E+00
CNAG_06436	-6.53E-01
CNAG_07493	3.65E+00
CNAG_07527	4.54E-01
CNAG_07909	-7.75E-01
CNAG_02058	2.01E+00
CNAG_06723	-3.20E-01
CNAG_03171	4.73E-01
CNAG_12215	1.34E+00
CNAG_13117	3.70E+00
CNAG_02790	-2.91E-01
CNAG_04193	3.63E-01
CNAG_05997	-3.46E-01
CNAG_02797	4.09E-01
CNAG_12571	-4.00E-01
CNAG_06695	5.86E-01
CNAG_01969	-6.10E-01
CNAG_05989	-1.54E-01
CNAG_13090	-1.93E+00
CNAG_02324	-1.98E-01
CNAG_03450	-2.57E-01
CNAG_12856	8.86E-01
CNAG_12459	-7.12E-01
CNAG_12933	-2.27E+00
CNAG_02075	-4.31E-01
CNAG_13063	9.33E-01
CNAG_01990	-4.86E-01
CNAG_05885	1.23E+00
CNAG_04068	-3.08E-01
CNAG_03486	5.65E-01
CNAG_03043	6.03E-01
CNAG_04287	-2.49E-01
CNAG_03456	-3.72E-01
CNAG_00050	-1.84E-01
CNAG_03082	-6.46E-01
CNAG_04697	2.15E-01
CNAG_02300	-5.99E-01
CNAG_13026	-3.54E-01
CNAG_05633	-2.73E-01
CNAG_06526	-3.68E-01
CNAG_01255	8.25E-01
CNAG_01600	-4.03E-01
CNAG_03397	4.76E-01
CNAG_05036	3.83E-01
CNAG_00249	4.06E-01
CNAG_03986	-4.60E-01
CNAG_05234	-4.41E-01
CNAG_05799	8.64E-01
CNAG_00165	-2.99E-01
CNAG_12398	-6.35E-01
CNAG_01881	-3.91E-01
CNAG_01023	-7.48E-01
CNAG_00180	-4.60E-01
CNAG_06067	-6.61E-01
CNAG_01121	2.85E+00
CNAG_03159	-4.56E-01
CNAG_05465	-4.10E-01
CNAG_06331	3.66E-01
CNAG_04921	7.76E-01
CNAG_12020	-9.65E-01
CNAG_05646	2.35E-01
CNAG_06443	1.24E+00
CNAG_03441	-3.90E-01
CNAG_03305	2.47E-01
CNAG_12481	-9.62E-01
CNAG_02157	3.15E-01
CNAG_01242	8.04E-01
CNAG_02442	-4.52E-01
CNAG_02161	-2.21E-01
CNAG_01194	1.75E+00
CNAG_01214	5.80E-01
CNAG_06060	8.11E-01
CNAG_06772	2.62E-01
CNAG_05066	1.03E+00
CNAG_01886	5.39E-01
CNAG_07399	1.16E+00
CNAG_04886	-2.74E-01
CNAG_02282	-3.07E-01
CNAG_04874	1.41E+00
CNAG_00265	-4.16E-01
CNAG_04805	-3.65E-01
CNAG_05120	-3.39E-01
CNAG_06454	-4.27E-01
CNAG_02405	3.31E-01
CNAG_04290	-4.96E-01
CNAG_00234	2.02E-01
CNAG_05367	-8.40E-01
CNAG_05045	-4.30E-01
CNAG_00853	-3.93E-01
CNAG_12561	9.53E-01
CNAG_12390	-9.50E-01
CNAG_03140	-4.23E-01
CNAG_07456	-4.51E-01
CNAG_03649	-1.82E-01
CNAG_00132	9.53E-01
CNAG_02541	2.77E-01
CNAG_03439	-2.63E-01
CNAG_05501	4.59E-01
CNAG_04316	-2.97E-01
CNAG_03128	-3.97E-01
CNAG_00247	7.09E-01
CNAG_04380	1.29E+00
CNAG_05446	3.33E-01
CNAG_01257	4.98E-01
CNAG_03381	6.68E-01
CNAG_00179	-3.64E-01
CNAG_05533	3.52E-01
CNAG_06056	-6.06E-01
CNAG_01418	2.69E-01
CNAG_04309	1.17E+00
CNAG_00743	-4.49E-01
CNAG_12953	-7.75E-01
CNAG_02762	-2.75E-01
CNAG_01250	-2.69E-01
CNAG_06838	5.22E-01
CNAG_05557	-1.99E-01
CNAG_03543	3.65E-01
CNAG_12085	5.83E-01
CNAG_05159	3.28E-01
CNAG_07785	-1.09E+00
CNAG_01358	1.33E+00
CNAG_04350	5.74E-01
CNAG_01140	-4.33E-01
CNAG_04142	2.16E+00
CNAG_06392	-2.77E-01
CNAG_02885	2.75E-01
CNAG_00302	-4.79E-01
CNAG_06320	3.74E-01
CNAG_05927	-2.74E-01
CNAG_05880	-3.55E-01
CNAG_12592	-8.02E-01
CNAG_07441	-2.77E-01
CNAG_06213	-1.67E-01
CNAG_07538	1.77E+00
CNAG_07723	2.23E+00
CNAG_03495	-1.42E+00
CNAG_04181	-2.93E-01
CNAG_05349	-3.53E-01
CNAG_04056	-3.49E-01
CNAG_05434	-3.16E-01
CNAG_06998	1.81E-01
CNAG_06551	8.46E-01
CNAG_01487	7.60E-01
CNAG_03070	-4.17E-01
CNAG_06994	-3.72E-01
CNAG_00498	8.10E-01
CNAG_05480	1.36E-01
CNAG_04522	-3.59E-01
CNAG_03518	2.73E+00
CNAG_00025	8.02E-01
CNAG_03025	-3.21E-01
CNAG_03405	2.74E-01
CNAG_00336	5.23E-01
CNAG_02349	3.05E-01
CNAG_04770	-2.96E-01
CNAG_12107	4.40E-01
CNAG_02526	1.50E+00
CNAG_05401	-5.10E-01
CNAG_05259	4.60E-01
CNAG_06288	-3.24E-01
CNAG_01094	3.98E-01
CNAG_05162	-4.23E-01
CNAG_06835	7.19E-01
CNAG_02865	1.16E+00
CNAG_03360	-1.81E-01
CNAG_06636	6.39E-01
CNAG_01636	-2.23E-01
CNAG_01899	-4.36E-01
CNAG_02826	-3.15E-01
CNAG_07415	4.68E-01
CNAG_01301	2.32E-01
CNAG_12771	-8.60E-01
CNAG_07630	-4.90E-01
CNAG_02069	-3.41E-01
CNAG_01846	-7.10E-01
CNAG_12703	-5.34E-01
CNAG_01703	2.68E-01
CNAG_03098	-5.73E-01
CNAG_01377	1.84E-01
CNAG_12929	9.21E-01
CNAG_05758	-2.48E-01
CNAG_01084	7.34E-01
CNAG_01556	-2.19E-01
CNAG_04403	4.99E-01
CNAG_12993	3.51E+00
CNAG_06719	1.83E-01
CNAG_03889	5.98E-01
CNAG_02215	-3.32E-01
CNAG_12910	-1.07E+00
CNAG_04620	-6.91E-01
CNAG_00439	-2.84E-01
CNAG_06032	-2.57E-01
CNAG_07706	6.47E-01
CNAG_05903	-3.66E-01
CNAG_05685	-3.57E-01
CNAG_03661	-3.46E-01
CNAG_01139	1.15E+00
CNAG_04213	4.32E-01
CNAG_13121	-1.34E+00
CNAG_01496	-3.08E-01
CNAG_04348	-4.22E-01
CNAG_00440	-4.69E-01
CNAG_01943	-4.45E-01
CNAG_03386	-6.47E-01
CNAG_05394	2.06E-01
CNAG_06033	5.43E-01
CNAG_01263	-1.76E-01
CNAG_04646	-3.27E-01
CNAG_05243	-1.98E-01
CNAG_01132	-4.01E-01
CNAG_04370	-3.75E-01
CNAG_04534	-2.45E-01
CNAG_06603	1.59E-01
CNAG_05344	2.00E-01
CNAG_12860	3.39E+00
CNAG_06779	-4.21E-01
CNAG_01476	4.32E-01
CNAG_12663	-1.25E+00
CNAG_06428	-2.64E-01
CNAG_00055	1.93E-01
CNAG_12978	-9.16E-01
CNAG_00995	-7.72E-01
CNAG_05306	2.96E-01
CNAG_05032	4.62E+00
CNAG_02658	3.21E-01
CNAG_02381	2.66E+00
CNAG_04517	-6.71E-01
CNAG_05654	2.04E+00
CNAG_07459	-4.51E-01
CNAG_06757	2.57E-01
CNAG_01902	-2.69E-01
CNAG_00769	9.47E-01
CNAG_01681	-6.00E-01
CNAG_03163	3.36E-01
CNAG_02393	2.51E-01
CNAG_01027	-6.81E-01
CNAG_05183	2.94E-01
CNAG_12199	-8.00E-01
CNAG_06613	4.42E-01
CNAG_06781	-4.05E-01
CNAG_05295	2.65E-01
CNAG_12731	5.82E-01
CNAG_03855	3.07E-01
CNAG_02516	4.70E-01
CNAG_06221	-3.16E-01
CNAG_08025	-3.31E-01
CNAG_02325	3.57E-01
CNAG_12583	5.40E+00
CNAG_00522	-1.19E+00
CNAG_06675	3.18E-01
CNAG_00507	1.49E+00
CNAG_05122	-4.21E-01
CNAG_07773	4.77E-01
CNAG_04363	8.05E-01
CNAG_00123	-8.36E-01
CNAG_01439	-1.81E-01
CNAG_03461	4.98E-01
CNAG_07515	-1.99E+00
CNAG_12043	1.98E+00
CNAG_06849	-4.46E-01
CNAG_07879	4.26E-01
CNAG_08008	-5.20E-01
CNAG_07939	-4.38E-01
CNAG_07425	1.06E+00
CNAG_05543	7.00E-01
CNAG_01570	-5.69E-01
CNAG_07843	1.46E+00
CNAG_04783	-2.34E-01
CNAG_04359	3.61E-01
CNAG_03526	-2.35E-01
CNAG_06242	-5.50E-01
CNAG_08019	-2.67E-01
CNAG_12419	1.18E+00
CNAG_06646	-1.86E-01
CNAG_03672	3.45E-01
CNAG_06104	4.59E-01
CNAG_01974	-4.15E-01
CNAG_01466	6.43E-01
CNAG_01289	3.66E-01
CNAG_00135	-5.57E-01
CNAG_05260	4.01E-01
CNAG_07646	-2.90E-01
CNAG_00612	3.65E-01
CNAG_07431	1.92E-01
CNAG_13018	-3.35E-01
CNAG_12183	1.32E+00
CNAG_00628	-4.87E-01
CNAG_00654	4.31E-01
CNAG_07954	-7.55E-01
CNAG_13080	-4.19E-01
CNAG_07608	-5.80E-01
CNAG_13100	-4.85E-01
CNAG_05187	6.22E-01
CNAG_01004	-5.01E-01
CNAG_06913	4.32E-01
CNAG_04636	3.89E-01
CNAG_02665	8.75E-01
CNAG_06822	4.80E-01
CNAG_02497	1.75E+00
CNAG_06248	-5.69E-01
CNAG_02741	4.29E-01
CNAG_08001	-3.42E-01
CNAG_01577	-2.49E-01
CNAG_03567	1.70E-01
CNAG_03763	2.56E-01
CNAG_07889	-4.94E-01
CNAG_05708	-2.00E-01
CNAG_03842	1.38E+00
CNAG_00066	-2.14E-01
CNAG_03783	1.95E+00
CNAG_06782	3.32E-01
CNAG_02021	-3.14E-01
CNAG_03426	-9.51E-01
CNAG_05587	3.08E-01
CNAG_02998	-2.48E-01
CNAG_01306	2.07E-01
CNAG_00536	-6.47E-01
CNAG_01049	-4.47E-01
CNAG_01549	-3.10E-01
CNAG_07863	2.52E-01
CNAG_12000	4.75E-01
CNAG_03870	4.77E-01
CNAG_06076	-3.01E-01
CNAG_00404	9.43E-01
CNAG_02110	-1.66E-01
CNAG_02440	9.43E-01
CNAG_00565	6.75E-01
CNAG_02708	3.57E-01
CNAG_12938	-1.06E+00
CNAG_04086	-3.79E-01
CNAG_12676	8.16E-01
CNAG_00964	4.71E-01
CNAG_02508	-1.55E+00
CNAG_06290	-3.69E-01
CNAG_06984	3.42E-01
CNAG_05101	-3.80E-01
CNAG_04234	-2.32E-01
CNAG_06871	1.08E+00
CNAG_02343	5.14E-01
CNAG_12113	-3.52E-01
CNAG_04716	-1.53E-01
CNAG_06344	-3.25E-01
CNAG_04152	-4.74E-01
CNAG_02304	-3.39E-01
CNAG_07403	-3.23E-01
CNAG_07893	2.35E-01
CNAG_04933	4.11E-01
CNAG_07499	4.07E-01
CNAG_02667	5.23E-01
CNAG_04015	3.68E-01
CNAG_03817	-4.91E-01
CNAG_02493	8.47E-01
CNAG_12051	-6.88E-01
CNAG_02595	-2.64E-01
CNAG_02339	1.20E+00
CNAG_05689	-4.42E-01
CNAG_12870	-5.34E-01
CNAG_01211	2.90E-01
CNAG_09009	3.42E+00
CNAG_02823	1.65E-01
CNAG_06017	5.46E-01
CNAG_08021	-3.31E-01
CNAG_02144	-4.03E-01
CNAG_01368	5.17E+00
CNAG_02415	1.04E+00
CNAG_01236	-5.58E-01
CNAG_04772	-2.53E-01
CNAG_12798	5.46E-01
CNAG_04945	6.79E-01
CNAG_05232	-5.25E-01
CNAG_03356	-2.53E-01
CNAG_12827	-3.67E-01
CNAG_07716	5.96E-01
CNAG_05253	5.74E-01
CNAG_12508	-3.47E-01
CNAG_12498	-5.47E-01
CNAG_05844	-3.91E-01
CNAG_01513	-1.14E+00
CNAG_04611	6.50E-01
CNAG_07474	1.97E-01
CNAG_07338	-4.64E-01
CNAG_02714	-4.36E-01
CNAG_06590	7.04E-01
CNAG_02335	-2.58E-01
CNAG_12029	-1.03E+00
CNAG_07491	1.06E+00
CNAG_12381	-1.63E+00
CNAG_01482	-3.45E-01
CNAG_04907	7.71E-01
CNAG_02759	8.17E-01
CNAG_03421	1.00E+00
CNAG_07995	6.83E-01
CNAG_02943	-5.43E-01
CNAG_06921	2.54E-01
CNAG_02800	-3.25E-01
CNAG_02892	-4.49E-01
CNAG_00487	4.01E-01
CNAG_03076	1.25E+00
CNAG_12307	8.43E-01
CNAG_01448	2.34E+00
CNAG_12535	-1.38E+00
CNAG_04829	-3.91E-01
CNAG_00590	-3.08E-01
CNAG_00539	-4.16E-01
CNAG_05239	-5.30E-01
CNAG_12549	4.57E-01
CNAG_00682	4.29E-01
CNAG_06207	-5.07E-01
CNAG_04803	3.53E-01
CNAG_05004	-2.16E-01
CNAG_04638	8.11E-01
CNAG_02430	5.52E-01
CNAG_00261	7.56E-01
CNAG_12467	-3.18E+00
CNAG_12197	4.88E-01
CNAG_05804	-2.26E-01
CNAG_03677	9.18E-01
CNAG_04985	-2.49E-01
CNAG_02555	-3.73E-01
CNAG_12519	-4.78E-01
CNAG_01416	-4.15E-01
CNAG_01116	4.85E-01
CNAG_01960	1.48E+00
CNAG_12372	-5.08E-01
CNAG_00787	4.07E-01
CNAG_04280	3.40E+00
CNAG_06224	-4.59E-01
CNAG_01807	-1.50E-01
CNAG_12375	-6.20E-01
CNAG_06655	4.54E-01
CNAG_05800	-5.21E-01
CNAG_05624	-4.88E-01
CNAG_03274	-1.85E-01
CNAG_01802	2.77E-01
CNAG_02752	1.01E+00
CNAG_00705	-3.39E-01
CNAG_12147	-1.37E+00
CNAG_02852	-1.28E+00
CNAG_00105	2.75E-01
CNAG_07691	-2.79E-01
CNAG_06704	-4.55E-01
CNAG_05772	5.64E-01
CNAG_03631	-3.16E-01
CNAG_06010	4.37E-01
CNAG_12958	8.10E-01
CNAG_12885	6.35E-01
CNAG_05730	-4.33E-01
CNAG_03925	-4.34E-01
CNAG_02850	-8.60E-01
CNAG_05411	1.38E+00
CNAG_04009	3.02E-01
CNAG_05221	-4.55E-01
CNAG_00080	9.88E-01
CNAG_02772	-3.44E-01
CNAG_03563	-6.00E-01
CNAG_06734	-4.78E-01
CNAG_04322	-8.63E-01
CNAG_04047	4.76E-01
CNAG_00331	6.21E-01
CNAG_05136	2.22E-01
CNAG_04275	-6.10E-01
CNAG_12701	-1.03E+00
CNAG_04300	-2.44E-01
CNAG_00424	-2.84E-01
CNAG_03013	6.85E-01
CNAG_06372	4.16E+00
CNAG_06924	-5.55E-01
CNAG_06597	-2.11E-01
CNAG_07628	-3.30E-01
CNAG_12850	-9.35E-01
CNAG_00547	2.58E-01
CNAG_05277	7.89E-01
CNAG_05018	4.43E-01
CNAG_04746	-5.32E-01
CNAG_03638	1.18E+00
CNAG_02938	-1.86E-01
CNAG_12340	5.84E-01
CNAG_03413	5.63E-01
CNAG_00137	2.82E-01
CNAG_04708	2.56E-01
CNAG_07741	-2.56E-01
CNAG_02588	-1.20E+00
CNAG_12783	1.05E+00
CNAG_06336	1.97E+00
CNAG_04563	-5.05E-01
CNAG_12402	2.21E+00
CNAG_05551	2.26E-01
CNAG_01059	3.09E-01
CNAG_04548	-7.76E-01
CNAG_05814	-4.92E-01
CNAG_06861	-1.64E-01
CNAG_02928	-4.27E-01
CNAG_13141	-4.77E-01
CNAG_04247	4.64E-01
CNAG_03369	6.72E-01
CNAG_01244	1.49E+00
CNAG_12349	1.29E+00
CNAG_03259	9.89E-01
CNAG_02779	1.87E-01
CNAG_06008	2.76E-01
CNAG_03918	4.31E-01
CNAG_04239	3.43E-01
CNAG_03930	-2.90E-01
CNAG_00149	-4.34E-01
CNAG_03068	4.70E-01
CNAG_12396	2.18E+00
CNAG_02159	2.78E-01
CNAG_04582	1.90E+00
CNAG_00587	1.34E+00
CNAG_07386	2.28E-01
CNAG_12232	1.30E+00
CNAG_12847	-1.73E+00
CNAG_07524	-4.24E-01
CNAG_00236	-2.71E-01
CNAG_02449	7.90E-01
CNAG_01002	4.03E-01
CNAG_06356	1.74E-01
CNAG_07020	-3.43E-01
CNAG_04132	-3.06E-01
CNAG_12325	-1.27E+00
CNAG_07559	4.43E-01
CNAG_02005	-1.08E+00
CNAG_00795	5.17E+00
CNAG_04589	1.64E+00
CNAG_04808	3.84E-01
CNAG_06274	-4.63E-01
CNAG_03958	4.15E-01
CNAG_04054	-2.15E-01
CNAG_01951	-6.06E-01
CNAG_06229	-4.42E-01
CNAG_02546	-5.42E-01
CNAG_06649	1.03E+00
CNAG_02151	-2.02E-01
CNAG_02315	-2.44E-01
CNAG_03978	9.53E-01
CNAG_03394	2.32E-01
CNAG_03142	-4.57E-01
CNAG_04884	-5.88E-01
CNAG_04334	-2.36E-01
CNAG_05375	2.24E-01
CNAG_04292	-3.33E-01
CNAG_04314	-7.74E-01
CNAG_04034	5.90E-01
CNAG_00753	1.89E-01
CNAG_12045	-6.75E-01
CNAG_04813	-2.18E-01
CNAG_07873	8.62E-01
CNAG_07485	2.20E-01
CNAG_00238	-3.00E-01
CNAG_02530	-2.40E-01
CNAG_05629	2.26E-01
CNAG_12862	4.71E-01
CNAG_03599	-5.69E-01
CNAG_01818	-2.10E-01
CNAG_03328	3.28E-01
CNAG_01815	5.18E-01
CNAG_00726	-6.28E-01
CNAG_02164	1.72E+00
CNAG_06731	2.67E+00
CNAG_02519	7.22E-01
CNAG_04600	4.75E-01
CNAG_04167	3.18E-01
CNAG_04256	6.76E-01
CNAG_03022	-2.76E-01
CNAG_01203	2.34E-01
CNAG_05550	2.36E-01
CNAG_12087	6.63E-01
CNAG_02105	-3.50E-01
CNAG_04383	-2.86E-01
CNAG_00758	1.28E+00
CNAG_06346	9.18E-01
CNAG_06567	5.81E-01
CNAG_02931	2.88E-01
CNAG_12682	1.40E+00
CNAG_00960	3.22E-01
CNAG_04792	4.92E-01
CNAG_04767	-3.45E-01
CNAG_12695	-4.10E-01
CNAG_12100	-7.41E-01
CNAG_03224	1.65E+00
CNAG_02539	-6.62E-01
CNAG_05613	5.14E-01
CNAG_06623	3.06E-01
CNAG_05724	5.64E-01
CNAG_01854	2.74E-01
CNAG_02358	-4.39E-01
CNAG_03347	7.08E-01
CNAG_06438	-4.75E-01
CNAG_00242	1.28E+00
CNAG_13028	-7.42E-01
CNAG_02173	3.42E-01
CNAG_12796	6.64E-01
CNAG_04285	2.36E-01
CNAG_03336	4.19E-01
CNAG_05439	1.02E+00
CNAG_05999	2.94E-01
CNAG_06441	-5.08E-01
CNAG_02262	-3.55E-01
CNAG_07729	6.28E-01
CNAG_12512	6.64E+00
CNAG_07333	3.55E-01
CNAG_12417	-6.58E-01
CNAG_01558	-5.76E-01
CNAG_06463	8.45E-01
CNAG_01629	-4.82E-01
CNAG_04257	-3.56E-01
CNAG_01548	-2.24E-01
CNAG_03437	8.79E-01
CNAG_04031	2.70E-01
CNAG_01771	5.35E-01
CNAG_00274	3.00E-01
CNAG_07177	-2.14E-01
CNAG_12985	-8.21E-01
CNAG_12869	-1.44E+00
CNAG_00268	-6.21E-01
CNAG_00975	4.45E-01
CNAG_03847	7.99E-01
CNAG_03315	2.49E-01
CNAG_05241	-5.27E-01
CNAG_02023	1.28E+00
CNAG_01254	2.97E-01
CNAG_04695	1.24E+00
CNAG_12258	-1.10E+00
CNAG_04267	3.00E-01
CNAG_01290	-5.14E-01
CNAG_04228	8.14E-01
CNAG_02965	2.71E-01
CNAG_00690	-4.97E-01
CNAG_12821	8.78E-01
CNAG_03558	7.58E-01
CNAG_01587	-2.10E-01
CNAG_12935	1.22E+00
CNAG_03742	3.96E-01
CNAG_07682	4.01E-01
CNAG_01161	4.56E-01
CNAG_05702	-2.23E-01
CNAG_06638	-8.58E-01
CNAG_06199	-3.48E-01
CNAG_04416	3.21E+00
CNAG_04892	1.19E+00
CNAG_02548	-3.62E-01
CNAG_02706	2.13E+00
CNAG_06565	-2.78E-01
CNAG_00684	-3.00E-01
